episode,text
30,"Finn:  Let me help ya! [Finn kicks Ice King in the face out the window.]
"
30,"Jake:  [Dives after them.]
"
30,"Finn:  [Reaches into his backpack and began to grab the hair.]
"
30,"Ice King:  N-no, wait!
"
30,"Finn:  Yaaaaaaa!! [Begins to glue on the hair] Now fly, ya liar! [He is caught by Jake]
"
30,"Ice King:  Ugh [Hits the ground.] Oh, eh? [He turns to see a group of confused princesses.] Ladies, ladies, teh hee, I can shave it off again, a-and when you get fat, I'll grow it back! Eh! [He turns to run as the princess all give chase. They beat him up together.]
"
30,"Finn:  Now that's what I call, a close shave.
"
30,"Jake:  [Face palms.] Awww, haa haa ooo.
"
30,"[Adventure Time logo appears on the screen.]
"
31,"[The episode begins in the Tree Fort]
"
31,"Finn:  Get it, get it!
"
31,"[A ladybug hisses at him]
"
31,"Finn:  [Jumps with a sword.] Yah!
"
31,"Jake:  [Jumps with a lion-shape shield.] Oooooooh!
"
31,"[They land on the ground and Finn raises his sword with light blasting out of it. He runs up to the ladybug and chops the ground in front of it. The lady bug climbs onto his sword.]
"
31,"Jake:  Get him out!
"
31,"[Finn goes outside.]
"
31,"Finn:  Don't you ever let me catch you here again!
"
31,"[Finn puts the ladybug in the grass and goes inside.]
"
31,"Finn:  Whoo-hoo! Ya ha ha ha ha! [Closes the door] Agh! Ow! [Zooms in to a little splinter] Ooooooow! Agh agh mee duh!
"
31,"Jake:  Did he get you with his poison stingers?
"
31,"Finn:  No, I got a splinter from the door.
"
31,"Jake:  Let me see. Wow, that's a tiny splinter.
"
31,"Finn:  But it hurts! I'm gonna need some... [Flashes to a different scene with a thimble on Finn's finger] ...finger protection! Thanks, Choose Goose.
"
31,"Choose Goose:  I am Choose Goose. Come back for some juice! Ha ha ha ha ha!
"
31,"Finn:  Man, I am so protected right now!
"
31,"[Finn and Jake hear knights talking.]
"
31,"Knight 1:  That is mighty thick. Go on, hit me! [Another knight hits him with a sword and it breaks in half. They clap. Knight 2 makes an okay sign with his fingers and the other knights cheer.]
"
31,"Finn:  Hey guys! Check this out! Dude, hit me! [Jake punches Finn on the arm] Oww! [Holding his arm] On my armor!
"
31,"Jake:  Oh. [Punches thimble]
"
31,"Finn:  [Makes an okay sign with his fingers] Click-click!
"
31,"[Knights begin to laugh.]
"
31,"Knight 1:  That is but a thimble! This [Hits his armor twice] is real armor! [They all laugh again but Sir Slicer shows up on his horse with birds calling and flying everywhere.]
"
31,"Finn & Jake:  Wha?
"
31,"All Knights:  Sir Slicer! [All bow]
"
31,"Sir Slicer:  Who is the one that bears the thimble? 
"
31,"Jake:  This dude. [Points at Finn]
"
31,"Sir Slicer:  Ha ha ha ha ha ha ha! Oh, you foolish boy. Without full body armor, you're weak! You do not look [Makes okay sign with his fingers] Click-click! Ha ha ha ha. Yah! [Rides on his horse away and Finn and Jake run to Choose Goose.]
"
31,"Finn:  Choose Goose, I need more armor.
"
31,"Choose Goose:  I've got something for you --[Holds up metal shoe] a metal shoe! Don't ya know you might stub your toe?
"
31,"[Knights laughing at it.]
"
31,"Finn:  Uhh, no, Choose Goose. I need...
"
31,"Choose Goose:  Look here hun. Choose this one to protect your buns [Holds up armor shorts with big butt cheeks in back]!
"
31,"[Knights laughing]
"
31,"One knight:  Protect his butt! Protect his butt!
"
31,"Finn:  [Cheeks turn more red] No, Choose Goose. I want--
"
31,"Choose Goose:  Don't be meek. What if you fall down and scrape your cheek?
"
31,"[Knights continue to laugh]
"
31,"One knight:  Look at his butt! [Falls over] Look at his butt!
"
31,"[Choose Goose cackles.]
"
31,"Finn:  [Smacks Choose Goose in the face] Choose Goose, I want the most [Makes okay sign with fingers] Click-click armor you have!
"
31,"Choose Goose:  Ooh, have a look! [Points at the armors with his foot]
"
31,"Finn:  [Sees one with a skull on the front golden all around that a silver hat with a golden horseshoe on the top red sleeves black over the sleeves and golden things on the side of the hat.] I'll take that one! [Eyes glow]
"
31,"Choose Goose:  [Gets the armor Finn wants] Wonderful! I'll need a trade of equal value. I'll take the head of your dog friend! 
"
31,"Jake:  Say what?
"
31,"Finn:  No way! Choose Goose, this stuff is overpriced!
"
31,"Choose Goose:  No money for me? How about a poem for free?
"
31,"[Knights laugh some more on the ground and one falls over]
"
31,"Finn:  [Looks at the knights and, cheeks turning red, looks back at Choose Goose] A poem?
"
31,"Choose Goose:  If you can decipher the poem and complete the trials, you will receive the magical Armor of Zeldron. It is foretold to be totally [makes okay sign with his fingers] Click-click! 
"
31,"Finn & Jake:  Skadow!
"
31,"Choose Goose:  [Hands Finn the poem] Your quest begins in the marsh over the hill.
"
31,"Finn:  Ah, yes! I'm gonna get that armor!
"
31,"Jake:  Yeah, man, you're gonna do it! [Starts to go and Sir Slicer shows up]
"
31,"Sir Slicer:  Good luck exposing your soft, vanilla-strawberry skin to the elements, dork! Haaaaaaa! Later, losers! [Goes away on his horse]
"
31,"Finn:  Ja! [Cuts to another scene] He's just jealous that I'm gonna have cooler armor than him!
"
31,"Jake:  Yeah, what a bumbleberry!
"
31,"Finn & Jake:  Whoa! [Comes to a place with lot of curtains]
"
31,"Jake:  What's the poem say?
"
31,"Finn:  ""The sun nibbles on the clouds, and gum drop tears rain down."" I don't get it...
"
31,"Jake:  [Feels the poem] Hmm... It means that we have to cross that swamp.
"
31,"Finn:  How'd you understand that?
"
31,"Jake:  You don't just read the poetry to understand it. You got to [feels it] feel it. Trust me, dude-- I'm smarter than everyone. Now get in there!
"
31,"Finn:  You're not coming?
"
31,"Jake:  No way, man. This armor thing is your deal! [Jake stretches over] I'll wait for you on the other side.
"
31,"Finn:  [starts walking in the swamp] This place will be a piece of... [moves a curtain and sees an old lady taking a shower]
"
31,"Old Lady:  Aah!
"
31,"Finn:  Aaaaah!!![face turns red] Oh, my gosh! I'm so sorry! [covers his face closes that curtain and opens another curtain, sees another old lady taking a shower] Aaaaaaaaah!!!
"
31,"Old Lady:  Oh, no! [An old guy walks in]
"
31,"Old Guy:  [drops his soap when he sees Finn] My most private parts peeped by a boy!
"
31,"Finn:  Huuuh!!! [Closes that one and opens another curtain and sees a mom giving a baby a shower]
"
31,"The Mom:  Aah! Pervert!
"
31,"Finn:  I'm not a pervert! [face turns more red]
"
31,"The Mom:  You should be ashamed of yourself!
"
31,"Finn:  I'm sorry! I'm sorry! [his whole face turns red and goes through lots of other curtains and finally gets to Jake. Finn breathes hard] Aah!
"
31,"Man:  My privates!
"
31,"Finn:  I'm sorry!
"
31,"Man 2:  My privates!
"
31,"Finn:  I'm sorry!
"
31,"Jake:  You okay, man?
"
31,"Finn:  No! [Sir Slicer shows up]
"
31,"Sir Slicer:  Ha ha ha ha ha!
"
31,"Finn & Jake:  Wha?!
"
31,"Sir Slicer:  What's the matter, crimson cheeks? Feeling a little embarrassed in the swamp of embarrassment? [Camera turns to Finn] You're so red, you look like a tomato. Ha ha ha ha! [Sir Slicer leaves on his horse]
"
31,"Finn:  Aahhhh! We'll see who's embarrassed when I get that armor! What does the poem say?
"
31,"Jake:  [feels the poem] Hmm... Ooh! ""The meadow weeps as morning sings of milk and honey and things to come.""
"
31,"Finn:  What does that even mean?!
"
31,"Jake:  It means we have to silence the echoing in the woods. [they hear echoing and look over a bush to see what it was]
"
31,"Finn & Jake:  Huh! [They see a Red-faced Monster crying]
"
31,"Finn:  Aw, man! I don't know how to silence that!
"
31,"Jake:  All right, I'll handle this one, dude. 
"
31,"Finn:  No. This is my burden.
"
31,"Jake:  Then just make her think it's her idea. That's how you make the ladies do what you want.
"
31,"Finn:  [Walks up to the animal] Hey, Monster Lady! Hey! Stop crying!
"
31,"The Animal:  Huh?
"
31,"Finn:  Stop crying because that's what you want to do!
"
31,"The Animal:  Hu ha huh? [picks Finn up and smiles]
"
31,"Finn:  Huh?! Ahh!!! Ahh!!! Ahh ahh ahh!!! Ahh ahh!!! [The monster pictures Finn as her baby]
"
31,"The Animal:  Oho... [cradling Finn back and forth]
"
31,"Jake:  Ha ha ha! She thinks you're her red-faced baby or something. I think she wants ya to nurse, dude! 
"
31,"Finn:  Noo!!!
"
31,"The Animal:  Aaa! Ooh! Mmm! [then Sir Slicer shows up]
"
31,"Jake:  Huh?
"
31,"Sir Slicer:  Minstrel? [A lyre player comes out and sings ""Finn the Blushing Baby""]
"
31,"Minstrel:  ""He's Finn the blushing baby / His cheeks are bright and red! / Be sure to make fun of him before you go to bed!"" 
"
31,"Sir Slicer:  Grandfathers will sing that to their grandchildren for generations to come.
"
31,"Finn:  Grandfathers will not sing that to their children! [The monster tries to chop Sir Slicer but he puts up his arm which had armor and hurt the monster's hand]
"
31,"The Animal:  Oh!
"
31,"Sir Slicer:  Armor, [Makes okay sign with his fingers] Click-click. [He leaves on his horse]
"
31,"Finn:  Just wait till I have the Armor of Zeldron!
"
31,"Jake:  Yeah! Just you wait, weirdo! [Just then, a shadow cast over Jake] Uh, Finn? Uh-oh. [the monster laid on Jake to take a nap]
"
31,"Finn:  Jake? You okay? Huh? [just then Jake's arm came out of the fur on the animal right in front of Finn and came out the fur on the animals back]
"
31,"Finn & Jake:  Yeah!
"
31,"Finn:  Awesome!
"
31,"Jake:  Yeah!
"
31,"Finn & Jake:  Whoa! [They came to a door that says ""Home of Zeldron's Armor""]
"
31,"Finn:  Finally! [kicks the door open] Yah! [A ghost appears]
"
31,"Ghost Man:  Hello!
"
31,"Finn:  Begone, ghost! I'm here for the armor!
"
31,"Ghost Man:  First, you have to beat my high score in a game of Drop Ball [throwing the ball in the air]
"
31,"Finn & Jake:  Drop Ball?
"
31,"Ghost Man:  Drop Ball is an extremely addictive, high-intensity game designed for people everywhere. Here, let me show ya. [He throws the ball under him, bends down, and picks it up with his butt] Hut! One point. [Finn's face turns red] Two points. Three points.
"
31,"Finn:  This game looks awful.
"
31,"Ghost Man:  Oh, no. I absolutely disagree!
"
31,"Finn:  [to Jake] Dude, let's just kill him and get the armor.
"
31,"Jake:  How? He's already dead.
"
31,"Ghost Man:  Here. It's your turn. Now, I don't want you to be intimidated, but my high score is six!
"
31,"Finn:  Guh! Just -- just toss it on the ground. [He throws the ball under Finn, he put his arms on the ground and tries but couldn't go that low]
"
31,"Ghost Man:  No, no, no! You're doing it all wrong! Let me show you how the pros do it! [He bends his knees and picks it up] See? It's all in the technique. Now, I'm gonna put a little finesse into it, just to shake things up. [Finn and Jake go to the next room while his back is turned]
"
31,"Finn & Jake:  Whoa! [they see a big shiny light]
"
31,"Jake:  Finn, its so beautiful!
"
31,"Finn:  Yeah -- guess all the embarrassment was worth it. [Then orbs of the light come out]
"
31,"Orb:  Greetings, young traveler. We know what you seek, and you shall receive it. [The light struck Finn putting him in the air] Behold -- the Armor of Zeldron! It will protect you from evil, even ghosts. [Then the light put it on Finn]
"
31,"Finn:  Huh?! Aah!! [Which he found out it was a woman's armor] No! Dude, this is lady armor!
"
31,"Jake:  [Makes okay sign with fingers] Click-click!
"
31,"Orb:  [Makes okay sign with fingers] Click-click!
"
31,"Finn:  No! Not Click-click! No more embarrassment! [He takes it off] I don't need armor! 
"
31,"Ghost Man:  [Kicks door open] You did not watch my Drop-Ball technique!
"
31,"Finn & Jake:  Huh?
"
31,"Ghost Man:  I give you firsthand tips that no one else knows, and this is how you thank me?! I absolutely disagree with that! [turns in to a monster-like creature] Raarg!
"
31,"Finn:  Now what?
"
31,"Jake:  Put on the armor! It'll protect you from evil, even ghosts!
"
31,"Finn:  Never! Yaaaaaaah! [Finn runs up to the monster ghost, tries to punch him but goes through him]
"
31,"Monster Ghost:  [Picks Finn up and starts to take his soul]
"
31,"Jake:  Hey! 
"
31,"Monster Ghost:  Huh?
"
31,"[Camera moves to Jake, wearing the Armor of Zeldron]
"
31,"Monster Ghost:  Mama?
"
31,"Jake:  Uhh... Yeah! [In a high pitched voice] Listen when your mother is speaking to you!
"
31,"Monster Ghost:  Yes, Mama.
"
31,"Jake:  [High pitched voice] You should be ashamed of yourself -- a boy your age sitting in this cave alone for thousands of years. You need to go outside and get some sunlight!
"
31,"Monster Ghost:  But I...
"
31,"Jake:  [High pitched voice and is pointing] No back talk! Outside! Now!
"
31,"Monster Ghost:  [Puts Finn down and the monster ghost goes outside, burns from sunlight and then turns back to a normal person]
"
31,"Finn:  Whoa.
"
31,"Person:  Oh, thank you, Finn and Jake! You've freed me from the addiction of Drop Ball! 
"
31,"Jake: [normal voice] No problem, dude. I couldn't have done it without [pointing up] the power of embarrassment!
"
31,"Finn:  And I learned I don't need armor to be -- [Sir Slicer shows up]
"
31,"Sir Slicer:  Ha ha ha ha ha ha ha ha ha! Look at you losers. Finn, you don't have any armor, and your friend is dressed like a lady! Ha ha ha! So not Click-click! 
"
31,"Finn:  Well, at least I don't spend my day following a kid around! Get a life, dude! 
"
31,"Person and Jake:  Ha ha ha ha
"
31,"Jake:  Good one, Finn.
"
31,"Person:  Yeah ha ha.
"
31,"Sir Slicer:  Well, I've... just been in the same areas today. 
"
31,"Person & Jake:  Ha ha ha ha ha ha!
"
31,"Person:  Yeah, right!
"
31,"Jake:  Whatever!
"
31,"Sir Slicer:  Be quiet! I -- I am more Click-click than all of you!
"
31,"Finn:  Come over here and say that to my fist!
"
31,"Sir Slicer:  Okay, I will! [Gets down from his horse, falls down and lands on side] Whoa! Er... Ugh, this armor's too heavy! Ah, no problem. I'll just prop myself up on this stick. [Grabs a stick] Aghhh! Splinter!
"
31,"Finn:  Hey, Sir Slicer, maybe you can use this! [He holds up the thimble] Here you go! [Throws it at Sir Slicer's face]
"
31,"Sir Slicer:  Oh!
"
31,"Finn:  Free of charge!
"
31,"Jake:  [Picks up Finn with his butt and flings him on his back] Come on, dude, let's get out of here.
"
31,"Finn:  Ha ha! [Cheeks turn red] Okay, buddy. 
"
31,"Jake:  [Flies over Sir Slicer with the armor] Wa-hoo! [Flies over the 3 mountain tops, breaking them] Dude, this armor is totally Click-click!
"
31,"[Episode ends]
"
32,"[The episode starts out with Finn and Jake inside the Tree Fort.]
"
32,"Jake:  [moaning sickly] Blankie me. Blankie me, Finn!
"
32,"Finn:  I'll get your blanket dude, where is it?
"
32,"Jake:  Right here. [touching the blanket on right side of his bed]
"
32,"Finn:  Why don't you just get it yourself?
"
32,"Jake:  Because I'm sick! [making a shriveled face]
"
32,"Finn:  Poor guy...
"
32,"[Jake is moaning sickly again. Finn puts the blanket on Jake.]
"
32,"Jake:  Too hot! [pushes the blanket off] URGGH!
"
32,"Finn:  Oh man, Jake, is there anything I can do to make you feel better?
"
32,"Jake:  Soup me, Finny.
"
32,"[The scene cuts to another scene where Finn is holding soup for Jake.]
"
32,"Finn:  Soup-flavored cure coming on through. [sniffs and dumps the soup in Jake's mouth. Jake waits a bit, then swallows]
"
32,"Finn:  Do you feel better now?
"
32,"Jake:  Yes. [Jake throws up all the soup, which gets all over Finn] Tell me a story... [Followed by a long pause]
"
32,"Finn:  Once upon a time...
"
32,"Jake:  No! I already heard that story before.
"
32,"Finn:  But you've all ready heard all of my stories before.
"
32,"Jake:  Make me a new one, Finn. A new story.
"
32,"Finn:  Okay... got it! Once upon a time...
"
32,"Jake:  Nooo! [Jake makes puppy eyes while staring at Finn]
"
32,"Finn:  What's the matter?
"
32,"Jake:  I don't want a made-up story. I need a real story.
"
32,"Finn:  Hmm. Now you hang on, my friend. I'll be right back. [goes outside] Okay, world, give me a story for Jake! [looks around] Huh! [he notices a leaf floating in the wind, with a snail riding the leaf. Finn laughs and goes back inside] Jake, Jake! Check it out! This true story is going to totally cure you!
"
32,"Jake:  Oh my gosh! What is it?
"
32,"Finn:  First, the leaf fell off a tree. But wa-w-w-wait.
"
32,"Jake:  Spit it out.
"
32,"Finn:  The snail was on the leaf. The end.
"
32,"Jake:  Oh no, now I feel a thousand times worse. Finn, a story's gotta have excitement, romance... [his eyes turn shiny] ...suspense, [dragging out the word and pulling his eyelids down] and it has to have a happy ending.
"
32,"Finn:  But I don't know how to make that stuff happen!
"
32,"Jake:  That's okay, buddy. Just dig me a hole and -- actually, two holes. One for my guts and one for my face, 'cause when I die, my guts are gonna blow outta my face.
"
32,"Finn:  I am not gonna let that happen, dude.
"
32,"Jake:  Then go get me that story. [pulls out a paper] And make sure it has all the stuff on this list.
"
32,"Finn:  I'll be back as fast as a can. I won't let your guts blow outta your face. [he goes outside runs over a log, and pulls out the list Jake wrote. It is poorly written and says, romance, fight, suspense, and a happy end] Hmm. Romance. That should be easy. [puts list in his pocket and looks around, then looks under a rock, finding two ants underneath]
"
32,"Finn:  Hey, how 'bout you two. Are y'all in love?
"
32,"Boy ant:  La ba ghee na goo da dee da?
"
32,"Finn:  Uh...
"
32,"Boy ant:  La na ghee ga ra la na!
"
32,"Finn:  Umm. [puts rock down, hears squirrels napping, and looks in the tree where they are] Are y'all kissing in there?
"
32,"Squirrels:  Ah! [chattering] [they run into each other and fall down]
"
32,"Finn:  Hmm. Maybe I should smooooth out my approach a bit. ?Normal guy, forest guy. Just like normal forest guy.? [trips over a stick] Whoa! [Stops when he sees a fox and a goose, Boobafina]. Hey, so, uh, yeah... so, yeah, can I, umm... can I watch you guys kissing?
"
32,"Boobafina:  What!?!
"
32,"Mr. Fox:  Uh!
"
32,"Finn:  I just need to for my friend! He's really sick and unless I tell him about watching you guys kissing and...
"
32,"Boobafina:  What a weirdo! You're one sick man, mister...
"
32,"Mr. Fox:  [shakes his head] Yeah, what's this ""friend's"" [making airquotes] name, huh?
"
32,"Finn:  Jake! His name's Jake.
"
32,"Mr. Fox:  Yeah, right. Sounds pretty fake. C'mon, Boobafina, let's get out of here.
"
32,"Boobafina:  Yeah.
"
32,"Finn:  Wait! I'll do anything! [they look back at Finn]
"
32,"Mr. Fox:  Would you eat dirt?
"
32,"Finn:  I would for Jake! [eats some dirt] Okay, now you guys kiss.
"
32,"Boobafina:  Man, what a freak.
"
32,"Mr. Fox:  Let's go.
"
32,"Finn:  What! No! Jake needs this! Stop! [he grabs them and pushes them together, forcing a kiss] Just come on!
"
32,"Boobafina:  What? No!
"
32,"Mr. Fox:  Ah, wait!!! [against their will, they kiss. Finn stops pushing them and throws them]
"
32,"Boobafina and Mr. Fox:  AUGGH!
"
32,"Finn:  [face reddening] You see, no big deal.
"
32,"Boobafina:  I [coughs] can't believe you let me do that! I'm secretly in love with Mr. Goose, and now he'll never love me because now I'm soiled! [sobs and runs away]
"
32,"Mr. Fox:  Oh no, oh no! I really did want to kiss Boobafina! I'm secretly in love with her!
"
32,"Finn:  Okay, sweet!
"
32,"Mr. Fox:  No, no. It had to happen naturally! Now she'll never love me! [sobs and runs away]
"
32,"Finn: Ugh! [slaps his forehead] That wasn't smooth, but it's all worth it to save Jake. Whatever it takes. Okay, a good fight... [Finn sees a teenage bear graffitiing a wall and walks up to him] Hey, you want to fight me?
"
32,"Teenage Bear:  Oh heck yeah! I've been waiting for this my whole life! Yes! [laughs]
"
32,"Momma Bear:  Oh, no you don't! [smacks the teenage bear]
"
32,"Teenage Bear:  You never let me do anything! Grr! [he tries to smack his mom, then jumps at Finn, who Finn punches him to the ground]
"
32,"Momma Bear:  You killed him!
"
32,"Teenage Bear:  [wakes up] Mom, quit touching me!
"
32,"Momma Bear:  You killed him and now he's dead!
"
32,"Finn:  [running away] He's probably not dead. I'm sorry though, that you think he's dead. Mmm, I don't want to hurt aminals, but - but Jake - [Finn stops running, looks at the list, and points to suspense] Okay, what's next? [he looks around, sees a flower, a radio, the snail on the leaf and some birds] Ohhhhhhhhhh, suspense... [holding up his fists, he walks up to the birds, picks up a rock and has a thought]
"
32,"Finn [In Finn's thoughts]:  Hey you guys, you wanna die? [the birds get scared and pass out. They fall out of the nest. The mom comes.]
"
32,"Momma Bird [In Finn's thoughts]:  Boys! Boys! Have you seen my boys?
"
32,"Finn:  [really scared] No! [Turns around and throws the rock on the ground which makes the birds fly away. He kicks the rock] Awwwwww, I can't do it! I keep messing with folks, aaaaaaaahh!!! [punches a tree] Jake needs me, but I can't keep messing with folks, but Jake's really sick, but I can't but, but, but, but...uhhh!!! [rubbes his arm] [owl hoots] [someone throws a rock at Finn's head] Oww, hey, who threw -- ahhhhhhhhh!!!! [a whole bunch of animal's attack him] Wait, what's happening, are you guys gonna eat me?!
"
32,"Momma Bear:  You'll see...
"
32,"Finn:  [breathing hard] Hey, wait, this is really suspenseful! [then Finn gets hit in the head with a walking stick from a wizard. Everything turns black. Finn wakes up in a cage on top of a blue swirling hole.]
"
32,"Finn:  What is this?
"
32,"Forest Wizard:  This is the Rite of Forest Justice!
"
32,"All the animals:  Huzzah!
"
32,"Forest Wizard:  Finn the human boy, for your crimes of the inhabitants of the forest... you must enter the earth and become one with the soil...
"
32,"Finn:  Don't I get a trial or something?!
"
32,"Forest Wizard:  No! Lower the cage!
"
32,"All the animals:  Huzzah! [a rabbit begins lowering the cage]
"
32,"Finn:  I'm totes gonna die... and now Jake won't get his story and he'll die too... because I still don't have a happy ending... huh??
"
32,"All the animals:  Oo iggi, boo boo, oo iggi, boo boo, oo iggi, boo boo, oo iggi...
"
32,"Finn:  Wait a minute! I may be busy dying... but you need to get busy living...
"
32,"All the animals:  Huh?
"
32,"Finn:  Y'all living some unhappy lives. You, Boobafina...
"
32,"Boobafina:  [bends down]
"
32,"Finn:  You love Mr. Goose. You just need to tell him.
"
32,"Mr. Goose:  What?
"
32,"Finn:  She loves you... y'all just need to hook it up.
"
32,"Mr. Goose:  I-I've been wanting to date you for years. You really love me?
"
32,"Boobafina:  I do...
"
32,"Mr. Goose:  Oh!
"
32,"All the other animals:  Huzzah!
"
32,"Finn:  And you Mr. Fox, you need to face facts man. Boobafina is not interested. It's time to move on.
"
32,"Mr. Fox:  It's true... it's for the best.
"
32,"Finn:  And hey, jerky teenage bear!
"
32,"Teenage Bear:  What?
"
32,"Finn:  Your mom is right. You shouldn't just go around fighting strangers in the forest.
"
32,"Momma Bear:  Yeah! [smacks him on the head]
"
32,"Finn:  Momma bear, your son's not a baby anymore. You should stop spanking him in the face.
"
32,"Momma Bear:  He's right... It's time to let you grow up...
"
32,"Finn:  Yeah! That's the stuff!
"
32,"All the animals:  Huzzah!
"
32,"Finn:  And Mrs. Cow, take that bag off your udder. You're beautiful, girl. You live in the forest, so why don't you just let it hang out?
"
32,"[They take the bag off, revealing she has a PHIL FACE on her udder.]
"
32,"Everyone except Mrs. Cow:  Ewwwwwwww!
"
32,"Mr. Fox:  Yo, put that bag back on. [they do so]
"
32,"All the animals:  Huzzah!
"
32,"Forest Wizard:  Silence! Finn the Human, for meddling in our lives and disturbing the order of the forest... [stops making the blue swirl] we thank you.
"
32,"Finn:  What?!
"
32,"Forest Wizard:  [laughs] Our lives have improved since you came here.
"
32,"Finn:  Does that mean you're going to release me?
"
32,"Forest Wizard:  Your cage is made of sticks, brother. Just kick it apart.
"
32,"Finn:  Cool! [He breaks the cage and lands on the ground] Yeah! I'm coming for you, Jake... with a story!!!
"
32,"[Cuts to Tree Fort]
"
32,"Jake:  And then what happened? [coughs]
"
32,"Finn:  And then everyone in the forest was happy... The end.
"
32,"Jake:  Huuuuuuuuh!!!
"
32,"Finn:  What's wrong?!
"
32,"Jake:  That was... [he stretches his arms and legs and shakes them] perfect! I feel a million times better!
"
32,"Finn:  Really?
"
32,"Jake:  Yeah! The romance stopped my fever... the suspense cured my headache... and everything else cured everything else! I'm not sick, I'm not sick!
"
32,"Finn:  Ha ha! Neat. [coughs and lays his head on his knees]
"
32,"Jake:  [dancing] Finn, c'mon! Dance the health dance with me.
"
32,"Finn:  Nah, I'm good. [sneezes]
"
32,"Jake:  You allergic to my health dance?
"
32,"Finn:  [lies down] No, I just feel bad.
"
32,"Jake:  Ohhhh... Finn, did you catch my sick?
"
32,"Finn:  Yeah, I think so....
"
32,"Jake:  Well, I know just how to make you feel better...blankie... [puts a blanket on Finn] ...rubbie... [rubs Finn's head] and best of all, a good story. Once upon a time...
"
32,"Finn:  [snoring]
"
32,"Jake:  The end. [turns the lights off]
"
33,"[The episode begins in the Tree Fort. Finn is reading The Ooo Review and Jake is trying to play a game on BMO, who is playing up-tempo electronic music and dancing.]
"
33,"Jake:  BMO, turn the music down. BMO! Turn it down!
"
33,"BMO:  [Increases volume.]
"
33,"Jake:  [Groans] Come on, BMO you're messing up my game!
"
33,"BMO:  [Continues dancing]
"
33,"Jake:  Hey, dude, can I borrow that paper?
"
33,"Finn:  Mm-hmm.
"
33,"Jake:  [Whistles; rolls up paper; hits BMO with it] Bad computer! No! No! [Music stops.] Now go sit in the corner and think about your life.
"
33,"[BMO goes to corner and sits. Suddenly, a giant snail bursts through the wall.]
"
33,"Snorlock:  [Roars]
"
33,"Finn & Jake:  Snail attack!
"
33,"[They are rammed against the far wall.]
"
33,"Finn & Jake:  Aaaaaah! Oof!
"
33,"Snorlock:  [Crying and squirting fluids on Finn & Jake who are both coughing and gagging]
"
33,"Finn:  Oh, sick!
"
33,"Jake:  Ugh!
"
33,"Finn:  Dude, how do you fight a snail?!
"
33,"Jake:  Hold on! [Stretches his arm and grabs a saltshaker] I got this! [Grunts, brandishes saltshaker] Don't make me use this, man!
"
33,"Snorlock:  Salt?! But I heard you guys were heroes.
"
33,"Finn:  We are heroes. We thought you were trying to attack us. Why'd you break in here all mad, squirting that juice all over us?
"
33,"Snorlock:  It's not mad juice. It's sad juice. My name's Snorlock, and I'm sa-a-a-a-d! [Sobbing]
"
33,"Finn:  Stop squirting slime! Just tell us what's wrong!
"
33,"Snorlock:  I need a girlfriend. I have no one to love.
"
33,"Finn:  Jake, hero huddle. [They huddle] What do you think?
"
33,"Jake:  I think our house is all jacked up.
"
33,"Finn:  Yeah, but he's just an innocent goober looking for love.
"
33,"Jake:  Yeah. Okay, let's help him. But he's got to lay off the house.
"
33,"Finn:  Right! All right, man. We'll help you hook up as long as you—
"
33,"[Snorlock bursts through the wall.]
"
33,"Snorlock:  Yay!
"
33,"Finn & Jake:  Whoa! Aaah!
"
33,"[Finn & Jake climb to observation boat.]
"
33,"Jake:  Lay off the house, man!
"
33,"Snorlock:  [Sadly] You guys... won't help me? [Whimpers]
"
33,"Finn:  All right! all right! We'll help you, dude! Just put our house back!
"
33,"Snorlock:  Okay! Right after I get a girlfriend.
"
33,"Finn:  Aw! All right, you big crazy. It's a deal.
"
33,"Snorlock:  [Giggles]
"
33,"Finn:  Jake, what time is it?!
"
33,"Jake:  I don't know, but you're probably going to say...
"
33,"Finn & Jake:  Lady time! [LADY TIME screen card; Wolf whistle]
"
33,"Finn:  Okay, Snorlock, if you want a lady, you have to be yourself.
"
33,"Snorlock:  How do I be myself?
"
33,"Finn:  Uh, how does he be himself, Jake?
"
33,"Jake:  Just do whatever you want, man, as long as it comes from the inside.
"
33,"Snorlock:  Like sad juice?
"
33,"Finn & Jake:  No!
"
33,"Jake:  You keep that stuff inside you, brother. You just got to talk to 'em.
"
33,"Snorlock:  Oh. I never done that.
"
33,"Jake:  Finn, you see any hot mamas?
"
33,"Finn:  [Looks through telescope] Ummm... Baaaaaam!
"
33,"Jake:  Go talk to her!
"
33,"Snorlock:  Uhmm...
"
33,"Jake:  Go talk to her!
"
33,"Snorlock:  [Sighs] Okay.
"
33,"[Snorlock approaches Snail Lady.]
"
33,"Snail Lady #1:  Oh! [See's Snorlock and inhales gut] Hello.
"
33,"Snorlock:  Hi.
"
33,"Snail Lady:  Mm. You seem like a reasonable male. We should go to a movie sometime.
"
33,"Jake:  He's got this.
"
33,"Finn:  Yeah.
"
33,"Snorlock:  [Getting nervous] Uhh...
"
33,"Snail Lady #1:  I like old movies. [Chuckles]
"
33,"Snorlock:  Uh..uh uh...
"
33,"Snail Lady #1:  Um, are you okay?
"
33,"Snorlock:  [Screaming] Aaaaaaaaah! Girlfriend! Girlfriend!
"
33,"Finn & Jake:  Aaah!
"
33,"[Scene: inside of shaking house, objects are falling and breaking.]
"
